Distributor Name,Location,Vertical,Annual Sales Range,ARR Band,# of Products,Starting MRR,Ending MRR,MRR Growth,% MRR Growth,Starting ARR,Ending ARR,Segment
Perez Supply Co.,"East Joshuaport, ID, US",Broadline,$10mm - $25mm,$25k - $50k,1,"$2,149","$2,512",$363,0.1689,"$25,788",30144,Growth Accounts
Jennings Foods,"West Lisaville, VT, US",C-Store,$500mm - $1bn,$100k - $250k,2,"$18,164","$21,242","$3,078",0.16949999999999998,"$217,968",254904,Strategic Accounts
Jones Supply Co.,"Lake Charles, MN, US",C-Store,$250mm - $500mm,$100k - $250k,1,"$9,120","$10,678","$1,558",0.17079999999999998,"$109,440",128136,Strategic Accounts
Espinoza Enterprises,"Jenniferberg, QC, Canada",Seafood,< $10mm,$25k - $50k,1,"$2,426","$2,842",$416,0.17149999999999999,"$29,112",34104,Growth Accounts
Campbell Supply Co.,"Watsonland, AL, US",Seafood,$50mm - $100mm,$100k - $250k,1,"$9,351","$10,963","$1,612",0.1724,"$112,212",131556,Strategic Accounts
Green Foods,"Smallberg, KY, US",Produce,$50mm - $100mm,$100k - $250k,2,"$11,215","$13,150","$1,935",0.1725,"$134,580",157800,Strategic Accounts
Rowe Logistics,"New Virginiaville, CT, US",Jan-San,$10mm - $25mm,$25k - $50k,1,"$3,820","$4,483",$663,0.1736,"$45,840",53796,Growth Accounts
Kennedy Enterprises,"North Douglas, GA, US",Seafood,$50mm - $100mm,$10k - $25k,1,"$2,049","$2,405",$356,0.17370000000000002,"$24,588",28860,Growth Accounts
Henderson Distribution,"Port Ashley, NE, US",Broadline,$100mm - $250mm,$100k - $250k,2,"$17,009","$19,977","$2,968",0.1745,"$204,108",239724,Strategic Accounts
Davis Distribution,"Rebeccafurt, TN, US",Broadline,$10mm - $25mm,$50 - $75k,3,"$5,342","$6,275",$933,0.1747,"$64,104",75300,Growth Accounts
Rubio Logistics,"East Ryanchester, WI, US",Broadline,$50mm - $100mm,$100k - $250k,1,"$11,123","$13,067","$1,944",0.1748,"$133,476",156804,Strategic Accounts
Ross Foods,"New Stacyburgh, MO, US",Jan-San,< $10mm,$10k - $25k,1,$907,"$1,066",$159,0.1753,"$10,884",12792,Growth Accounts
Bishop Logistics,"Port Michellebury, DE, US",Broadline,$10mm - $25mm,$10k - $25k,2,"$1,845","$2,169",$324,0.17559999999999998,"$22,140",26028,Growth Accounts
Thornton Distribution,"Thomasberg, PE, Canada",Produce,$10mm - $25mm,$25k - $50k,2,"$2,802","$3,295",$493,0.1759,"$33,624",39540,Growth Accounts
Robinson Supply Co.,"Joshuastad, MA, US",C-Store,< $10mm,$25k - $50k,1,"$3,471","$4,087",$616,0.1775,"$41,652",49044,Growth Accounts
Dalton Supply Co.,"Fostertown, VA, US",Jan-San,$25mm - $50mm,$25k - $50k,1,"$2,472","$2,912",$440,0.17800000000000002,"$29,664",34944,Growth Accounts
Gray Supply Co.,"Morganchester, NV, US",Specialty,< $10mm,$25k - $50k,1,"$3,363","$3,962",$599,0.17809999999999998,"$40,356",47544,Growth Accounts
Novak Distribution,"Michellemouth, RI, US",Jan-San,$500mm - $1bn,$100k - $250k,2,"$19,657","$23,163","$3,506",0.1784,"$235,884",277956,Strategic Accounts
Garrison Supply Co.,"Nunezside, HI, US",Broadline,$50mm - $100mm,$100k - $250k,2,"$8,824","$10,420","$1,596",0.1809,"$105,888",125040,Strategic Accounts
Valdez Enterprises,"Angelabury, MD, US",Produce,$25mm - $50mm,$75k - $100k,2,"$6,474","$7,646","$1,172",0.18100000000000002,"$77,688",91752,Growth Accounts
Santos Logistics,"Pollardfort, NM, US",Broadline,$100mm - $250mm,$100k - $250k,1,"$13,014","$15,373","$2,359",0.1813,"$156,168",184476,Strategic Accounts
Rodriguez Distribution,"North John, QC, Canada",Broadline,$500mm - $1bn,$250k+,1,"$28,329","$33,474","$5,145",0.1816,"$339,948",401688,Strategic Accounts
Hensley Logistics,"Port Evelynmouth, NM, US",C-Store,$50mm - $100mm,$50 - $75k,1,"$5,615","$6,635","$1,020",0.18170000000000003,"$67,380",79620,Growth Accounts
Davis Enterprises,"North Felicia, WA, US",Broadline,< $10mm,$10k - $25k,1,"$1,188","$1,405",$217,0.1827,"$14,256",16860,Growth Accounts
Smith Foods,"Kramerton, MS, US",Broadline,$100mm - $250mm,$100k - $250k,4,"$9,221","$10,912","$1,691",0.1834,"$110,652",130944,Strategic Accounts
Fox Enterprises,"North Kimberly, WI, US",Broadline,$25mm - $50mm,$25k - $50k,3,"$2,601","$3,078",$477,0.1834,"$31,212",36936,Growth Accounts
Mccarthy Supply Co.,"Davismouth, WY, US",Broadline,$100mm - $250mm,$100k - $250k,3,"$11,671","$13,812","$2,141",0.1834,"$140,052",165744,Strategic Accounts
Strong Enterprises,"Greerstad, KS, US",Broadline,$100mm - $250mm,$100k - $250k,1,"$12,292","$14,554","$2,262",0.184,"$147,504",174648,Strategic Accounts
Salas Foods,"Lake Virginia, KY, US",Jan-San,< $10mm,$10k - $25k,2,"$1,890","$2,238",$348,0.1841,"$22,680",26856,Growth Accounts
Zuniga Logistics,"West Russellport, SK, Canada",Ice Cream,$100mm - $250mm,$75k - $100k,1,"$7,736","$9,162","$1,426",0.1843,"$92,832",109944,Strategic Accounts
Gibson Foods,"West Andrewview, MO, US",Produce,$25mm - $50mm,$25k - $50k,2,"$2,881","$3,413",$532,0.18469999999999998,"$34,572",40956,Growth Accounts
Perez Foods,"Holtstad, NV, US",Jan-San,$10mm - $25mm,$50 - $75k,1,"$6,186","$7,329","$1,143",0.1848,"$74,232",87948,Growth Accounts
Cannon Enterprises,"North Kaylastad, KS, US",Broadline,$50mm - $100mm,$75k - $100k,2,"$6,898","$8,183","$1,285",0.1863,"$82,776",98196,Growth Accounts
Lyons Distribution,"Anneberg, UT, US",Jan-San,< $10mm,$25k - $50k,2,"$3,032","$3,599",$567,0.187,"$36,384",43188,Growth Accounts
Hill Logistics,"Christophermouth, NL, Canada",Broadline,< $10mm,$10k - $25k,2,"$1,580","$1,876",$296,0.1873,"$18,960",22512,Growth Accounts
Zimmerman Distribution,"Christopherland, ND, US",Seafood,$25mm - $50mm,$10k - $25k,1,"$1,669","$1,982",$313,0.1875,"$20,028",23784,Growth Accounts
Villarreal Distribution,"Banksburgh, UT, US",Produce,$10mm - $25mm,$10k - $25k,2,"$1,459","$1,733",$274,0.18780000000000002,"$17,508",20796,Growth Accounts
Horton Foods,"Kathleenville, NC, US",Meat,< $10mm,$25k - $50k,1,"$3,266","$3,882",$616,0.1886,"$39,192",46584,Growth Accounts
Baker Enterprises,"South Denise, VA, US",Broadline,< $10mm,$25k - $50k,3,"$2,397","$2,850",$453,0.18899999999999997,"$28,764",34200,Growth Accounts
Ballard Supply Co.,"South Adam, MA, US",Broadline,$50mm - $100mm,$50 - $75k,1,"$5,655","$6,732","$1,077",0.1905,"$67,860",80784,Growth Accounts
Kidd Distribution,"Owenshaven, NS, Canada",Ice Cream,$50mm - $100mm,$25k - $50k,1,"$3,444","$4,103",$659,0.1913,"$41,328",49236,Growth Accounts
Ryan Supply Co.,"Fergusonstad, GA, US",Broadline,$500mm - $1bn,$25k - $50k,1,"$2,234","$2,662",$428,0.1916,"$26,808",31944,Growth Accounts
Allen Enterprises,"Hernandezhaven, IA, US",Produce,< $10mm,$10k - $25k,2,"$1,738","$2,071",$333,0.1916,"$20,856",24852,Growth Accounts
Lynch Supply Co.,"Joseport, PA, US",Broadline,$25mm - $50mm,$25k - $50k,2,"$3,857","$4,596",$739,0.1916,"$46,284",55152,Growth Accounts
Matthews Supply Co.,"West Katherinehaven, ND, US",Jan-San,$10mm - $25mm,$25k - $50k,3,"$2,478","$2,955",$477,0.1925,"$29,736",35460,Growth Accounts
Lee Foods,"Patriciaburgh, OK, US",Seafood,$10mm - $25mm,$50 - $75k,3,"$5,879","$7,013","$1,134",0.1929,"$70,548",84156,Growth Accounts
Montgomery Enterprises,"Walkerville, AK, US",Broadline,$50mm - $100mm,$100k - $250k,4,"$11,304","$13,495","$2,191",0.1938,"$135,648",161940,Strategic Accounts
Walker Supply Co.,"Sarahhaven, CO, US",Broadline,$50mm - $100mm,$75k - $100k,2,"$7,256","$8,667","$1,411",0.1945,"$87,072",104004,Strategic Accounts
Jacobs Supply Co.,"East Brent, AR, US",C-Store,$25mm - $50mm,$25k - $50k,2,"$2,668","$3,188",$520,0.1949,"$32,016",38256,Growth Accounts
Higgins Distribution,"Phammouth, KS, US",Seafood,$250mm - $500mm,$75k - $100k,2,"$6,817","$8,153","$1,336",0.196,"$81,804",97836,Growth Accounts
Young Foods,"Donnaport, IN, US",Produce,$100mm - $250mm,$10k - $25k,3,"$1,862","$2,227",$365,0.196,"$22,344",26724,Growth Accounts
Humphrey Supply Co.,"Hortonberg, GA, US",Broadline,< $10mm,$25k - $50k,3,"$3,783","$4,526",$743,0.19640000000000002,"$45,396",54312,Growth Accounts
Robinson Logistics,"Gordonton, MB, Canada",Produce,$10mm - $25mm,$75k - $100k,2,"$6,535","$7,819","$1,284",0.19649999999999998,"$78,420",93828,Growth Accounts
Armstrong Supply Co.,"Aguilarchester, BC, Canada",Broadline,$10mm - $25mm,$10k - $25k,2,"$1,348","$1,613",$265,0.1966,"$16,176",19356,Growth Accounts
Nguyen Logistics,"Port Shannon, RI, US",Produce,$25mm - $50mm,$75k - $100k,2,"$7,027","$8,410","$1,383",0.1968,"$84,324",100920,Strategic Accounts
Torres Supply Co.,"Port Donnatown, QC, Canada",Broadline,< $10mm,$10k - $25k,2,"$1,529","$1,830",$301,0.19690000000000002,"$18,348",21960,Growth Accounts
Kelley Logistics,"Salinasland, NS, Canada",Broadline,$50mm - $100mm,$100k - $250k,1,"$11,711","$14,019","$2,308",0.1971,"$140,532",168228,Strategic Accounts
Weiss Enterprises,"North Heatherville, VA, US",Specialty,$50mm - $100mm,$25k - $50k,1,"$2,090","$2,502",$412,0.1971,"$25,080",30024,Growth Accounts
Ramos Distribution,"Browntown, IL, US",Broadline,< $10mm,$10k - $25k,1,"$1,127","$1,350",$223,0.1979,"$13,524",16200,Growth Accounts
Schmidt Logistics,"East Kelly, WV, US",Coffee,$10mm - $25mm,$10k - $25k,1,"$2,067","$2,476",$409,0.1979,"$24,804",29712,Growth Accounts
Ramos Logistics,"New Nicole, RI, US",Produce,< $10mm,$25k - $50k,1,"$3,556","$4,262",$706,0.1985,"$42,672",51144,Growth Accounts
Johnson Logistics,"Port Austin, MT, US",Broadline,$50mm - $100mm,$100k - $250k,1,"$11,420","$13,699","$2,279",0.1996,"$137,040",164388,Strategic Accounts
Jones Distribution,"West David, ID, US",Seafood,$100mm - $250mm,$100k - $250k,2,"$15,976","$19,165","$3,189",0.1996,"$191,712",229980,Strategic Accounts
Smith Logistics,"West Jamesshire, SC, US",Broadline,< $10mm,$25k - $50k,1,"$3,786","$4,542",$756,0.1997,"$45,432",54504,Growth Accounts
Singh Logistics,"Davidtown, OR, US",Broadline,< $10mm,$10k - $25k,1,"$1,169","$1,405",$236,0.20190000000000002,"$14,028",16860,Growth Accounts
Tyler Logistics,"Cynthiatown, AL, US",Coffee,< $10mm,$10k - $25k,2,"$2,078","$2,498",$420,0.2021,"$24,936",29976,Growth Accounts
Mcdonald Logistics,"West Jeffreyport, IN, US",Specialty,$10mm - $25mm,$50 - $75k,1,"$5,074","$6,100","$1,026",0.2022,"$60,888",73200,Growth Accounts
Ortiz Supply Co.,"Josephton, MN, US",Produce,$50mm - $100mm,$100k - $250k,1,"$11,658","$14,017","$2,359",0.2024,"$139,896",168204,Strategic Accounts
Wilson Logistics,"Knoxstad, WA, US",Jan-San,$100mm - $250mm,$25k - $50k,3,"$3,461","$4,162",$701,0.2025,"$41,532",49944,Growth Accounts
Wright Enterprises,"Jennaside, CT, US",Seafood,< $10mm,< $10k,1,$664,$799,$135,0.20329999999999998,"$7,968",9588,Growth Accounts
Clark Supply Co.,"Robertside, WY, US",Broadline,$250mm - $500mm,$50 - $75k,2,"$4,702","$5,658",$956,0.20329999999999998,"$56,424",67896,Growth Accounts
Lewis Supply Co.,"Meghanview, HI, US",Broadline,$100mm - $250mm,$100k - $250k,3,"$14,182","$17,068","$2,886",0.20350000000000001,"$170,184",204816,Strategic Accounts
Blair Supply Co.,"Davisstad, CA, US",Broadline,$25mm - $50mm,$50 - $75k,1,"$5,982","$7,200","$1,218",0.2036,"$71,784",86400,Growth Accounts
Henderson Distribution,"Paulmouth, MS, US",Seafood,$25mm - $50mm,$75k - $100k,3,"$7,466","$8,990","$1,524",0.2041,"$89,592",107880,Strategic Accounts
Maddox Supply Co.,"Kylefurt, SC, US",Broadline,$100mm - $250mm,$50 - $75k,1,"$5,642","$6,796","$1,154",0.2045,"$67,704",81552,Growth Accounts
Williams Logistics,"East Teresaland, MD, US",Ice Cream,$500mm - $1bn,$50 - $75k,3,"$6,184","$7,450","$1,266",0.2047,"$74,208",89400,Growth Accounts
Harmon Enterprises,"Owensfort, KS, US",Broadline,$100mm - $250mm,$50 - $75k,1,"$5,134","$6,186","$1,052",0.20489999999999997,"$61,608",74232,Growth Accounts
Daniels Logistics,"West Anthonyton, KS, US",Jan-San,$500mm - $1bn,$25k - $50k,1,"$2,382","$2,875",$493,0.207,"$28,584",34500,Growth Accounts
Richards Foods,"Newmanland, UT, US",Jan-San,$10mm - $25mm,$25k - $50k,1,"$2,858","$3,452",$594,0.2078,"$34,296",41424,Growth Accounts
Cervantes Foods,"North Larry, RI, US",Produce,< $10mm,< $10k,2,$606,$732,$126,0.2079,"$7,272",8784,Growth Accounts
Moore Supply Co.,"Wilsonborough, SK, Canada",Broadline,< $10mm,$25k - $50k,3,"$2,356","$2,846",$490,0.20800000000000002,"$28,272",34152,Growth Accounts
Murillo Distribution,"Bakershire, ID, US",Broadline,$50mm - $100mm,$100k - $250k,1,"$10,798","$13,051","$2,253",0.2086,"$129,576",156612,Strategic Accounts
Gonzalez Foods,"Cassiefurt, MA, US",Jan-San,$25mm - $50mm,$25k - $50k,2,"$2,848","$3,445",$597,0.2096,"$34,176",41340,Growth Accounts
Francis Enterprises,"Reedfurt, FL, US",Broadline,$50mm - $100mm,$50 - $75k,1,"$4,529","$5,482",$953,0.2104,"$54,348",65784,Growth Accounts
Garner Supply Co.,"Lake Deborah, AZ, US",Produce,$10mm - $25mm,$75k - $100k,1,"$6,742","$8,164","$1,422",0.2109,"$80,904",97968,Growth Accounts
Conner Supply Co.,"West Nathan, OH, US",C-Store,$25mm - $50mm,$50 - $75k,1,"$4,267","$5,170",$903,0.2116,"$51,204",62040,Growth Accounts
French Foods,"West Brookefort, QC, Canada",Broadline,$10mm - $25mm,$50 - $75k,1,"$4,603","$5,579",$976,0.212,"$55,236",66948,Growth Accounts
Smith Logistics,"Port Patriciamouth, SK, Canada",Broadline,$50mm - $100mm,$25k - $50k,4,"$4,139","$5,024",$885,0.2138,"$49,668",60288,Growth Accounts
Rosales Enterprises,"Walkerbury, MB, Canada",Broadline,$50mm - $100mm,$25k - $50k,4,"$3,004","$3,647",$643,0.214,"$36,048",43764,Growth Accounts
Phillips Supply Co.,"Patrickville, MD, US",Broadline,$25mm - $50mm,$50 - $75k,3,"$6,213","$7,548","$1,335",0.21489999999999998,"$74,556",90576,Growth Accounts
Ramos Supply Co.,"Willismouth, ND, US",Broadline,$10mm - $25mm,$25k - $50k,1,"$3,649","$4,434",$785,0.2151,"$43,788",53208,Growth Accounts
Bentley Foods,"New Danafort, TN, US",C-Store,$500mm - $1bn,$100k - $250k,1,"$14,036","$17,075","$3,039",0.2165,"$168,432",204900,Strategic Accounts
Edwards Foods,"Jerryshire, MO, US",C-Store,$10mm - $25mm,$50 - $75k,1,"$6,112","$7,436","$1,324",0.21660000000000001,"$73,344",89232,Growth Accounts
Huff Enterprises,"South Christianchester, GA, US",Broadline,$10mm - $25mm,$50 - $75k,3,"$4,894","$5,962","$1,068",0.2182,"$58,728",71544,Growth Accounts
Hamilton Logistics,"West Deborah, GA, US",Jan-San,$25mm - $50mm,$50 - $75k,2,"$5,025","$6,124","$1,099",0.2187,"$60,300",73488,Growth Accounts
Barker Supply Co.,"Marshallbury, AZ, US",C-Store,< $10mm,$10k - $25k,1,$896,"$1,092",$196,0.2188,"$10,752",13104,Growth Accounts
Jones Logistics,"Lake Dustin, MS, US",Produce,$100mm - $250mm,$50 - $75k,2,"$6,216","$7,584","$1,368",0.22010000000000002,"$74,592",91008,Growth Accounts
Hoffman Foods,"Lindseychester, NE, US",Seafood,$10mm - $25mm,$25k - $50k,2,"$2,510","$3,063",$553,0.22030000000000002,"$30,120",36756,Growth Accounts
Freeman Logistics,"Woodsborough, NH, US",Jan-San,$10mm - $25mm,$75k - $100k,1,"$6,673","$8,145","$1,472",0.2206,"$80,076",97740,Growth Accounts
Pham Logistics,"Brooksfurt, KS, US",Produce,$50mm - $100mm,$25k - $50k,1,"$2,485","$3,034",$549,0.22089999999999999,"$29,820",36408,Growth Accounts
Mason Enterprises,"Bishopmouth, WV, US",Specialty,$10mm - $25mm,$50 - $75k,2,"$6,093","$7,443","$1,350",0.2216,"$73,116",89316,Growth Accounts
Figueroa Distribution,"Nelsonville, TX, US",Broadline,$100mm - $250mm,$50 - $75k,4,"$6,047","$7,387","$1,340",0.2216,"$72,564",88644,Growth Accounts
Kim Supply Co.,"Silvatown, NS, Canada",C-Store,$50mm - $100mm,$100k - $250k,2,"$10,483","$12,809","$2,326",0.22190000000000001,"$125,796",153708,Strategic Accounts
Fowler Foods,"Lake Michaelstad, MD, US",Produce,$10mm - $25mm,$10k - $25k,2,"$1,670","$2,043",$373,0.2234,"$20,040",24516,Growth Accounts
Jackson Foods,"Nelsonland, PE, Canada",Ice Cream,$25mm - $50mm,$25k - $50k,3,"$2,626","$3,213",$587,0.2235,"$31,512",38556,Growth Accounts
Coleman Logistics,"Jacksonview, UT, US",C-Store,$25mm - $50mm,$75k - $100k,4,"$7,608","$9,316","$1,708",0.2245,"$91,296",111792,Strategic Accounts
Travis Foods,"South Leon, KY, US",Bakery,< $10mm,$25k - $50k,2,"$2,581","$3,161",$580,0.22469999999999998,"$30,972",37932,Growth Accounts
Freeman Distribution,"East Adam, AR, US",Broadline,$10mm - $25mm,$25k - $50k,1,"$2,265","$2,778",$513,0.22649999999999998,"$27,180",33336,Growth Accounts
Fisher Distribution,"East Williamstad, OH, US",Broadline,< $10mm,$25k - $50k,2,"$2,529","$3,102",$573,0.2266,"$30,348",37224,Growth Accounts
Young Distribution,"Amandaville, SK, Canada",Broadline,$50mm - $100mm,$50 - $75k,1,"$4,584","$5,625","$1,041",0.2271,"$55,008",67500,Growth Accounts
Herman Logistics,"North Lawrence, OR, US",Meat,< $10mm,$25k - $50k,1,"$3,444","$4,227",$783,0.2274,"$41,328",50724,Growth Accounts
Burgess Enterprises,"Scottport, IN, US",C-Store,$25mm - $50mm,$100k - $250k,1,"$8,884","$10,914","$2,030",0.2285,"$106,608",130968,Strategic Accounts
Jones Distribution,"Jeffreyhaven, CO, US",Broadline,$10mm - $25mm,$75k - $100k,1,"$6,441","$7,913","$1,472",0.2285,"$77,292",94956,Growth Accounts
Gates Enterprises,"New Cristianside, NL, Canada",Specialty,$100mm - $250mm,$100k - $250k,2,"$11,564","$14,208","$2,644",0.2286,"$138,768",170496,Strategic Accounts
Richards Supply Co.,"Hayeston, NL, Canada",Produce,$25mm - $50mm,$50 - $75k,1,"$5,417","$6,656","$1,239",0.22870000000000001,"$65,004",79872,Growth Accounts
Wright Distribution,"Toddborough, IA, US",Broadline,$25mm - $50mm,$75k - $100k,2,"$6,485","$7,972","$1,487",0.2293,"$77,820",95664,Growth Accounts
Silva Distribution,"North Phillip, BC, Canada",Specialty,$100mm - $250mm,$100k - $250k,1,"$14,591","$17,940","$3,349",0.22949999999999998,"$175,092",215280,Strategic Accounts
Hickman Logistics,"South Waynebury, KS, US",Coffee,$10mm - $25mm,$50 - $75k,1,"$5,990","$7,365","$1,375",0.22949999999999998,"$71,880",88380,Growth Accounts
Scott Logistics,"Lake Maryshire, NV, US",Jan-San,$100mm - $250mm,$100k - $250k,2,"$17,335","$21,362","$4,027",0.2323,"$208,020",256344,Strategic Accounts
Martin Foods,"West Sarah, ND, US",Ice Cream,$10mm - $25mm,$50 - $75k,3,"$5,989","$7,388","$1,399",0.2336,"$71,868",88656,Growth Accounts
Keith Distribution,"South Micheleburgh, VA, US",Jan-San,$1bn+,$100k - $250k,1,"$13,273","$16,374","$3,101",0.2336,"$159,276",196488,Strategic Accounts
Rogers Logistics,"South Shannon, VT, US",C-Store,$25mm - $50mm,$25k - $50k,1,"$3,857","$4,761",$904,0.23440000000000003,"$46,284",57132,Growth Accounts
Graham Logistics,"Harveystad, QC, Canada",Broadline,$10mm - $25mm,$25k - $50k,3,"$2,444","$3,025",$581,0.2377,"$29,328",36300,Growth Accounts
Cooke Logistics,"South Zacharyview, ME, US",Jan-San,< $10mm,$25k - $50k,1,"$3,382","$4,186",$804,0.2377,"$40,584",50232,Growth Accounts
Lewis Logistics,"Zavalaview, NC, US",Broadline,$100mm - $250mm,$75k - $100k,1,"$8,133","$10,067","$1,934",0.2378,"$97,596",120804,Strategic Accounts
Lynch Enterprises,"Port James, NS, Canada",Ice Cream,$10mm - $25mm,$50 - $75k,1,"$5,183","$6,416","$1,233",0.2379,"$62,196",76992,Growth Accounts
Rodriguez Distribution,"Lake Tiffany, WY, US",Broadline,$1bn+,$100k - $250k,1,"$15,569","$19,276","$3,707",0.23809999999999998,"$186,828",231312,Strategic Accounts
Simpson Logistics,"Gonzalezborough, IN, US",Specialty,$25mm - $50mm,$50 - $75k,1,"$4,833","$5,987","$1,154",0.23879999999999998,"$57,996",71844,Growth Accounts
Turner Supply Co.,"New Lisachester, BC, Canada",Produce,< $10mm,$25k - $50k,3,"$3,982","$4,935",$953,0.23929999999999998,"$47,784",59220,Growth Accounts
Poole Foods,"Lake Amandaberg, AB, Canada",Produce,$25mm - $50mm,$75k - $100k,3,"$7,213","$8,945","$1,732",0.2401,"$86,556",107340,Strategic Accounts
Mcknight Logistics,"Weaverburgh, RI, US",Jan-San,$250mm - $500mm,$100k - $250k,1,"$15,310","$18,988","$3,678",0.2402,"$183,720",227856,Strategic Accounts
Lopez Enterprises,"Levyborough, WV, US",Seafood,$10mm - $25mm,$75k - $100k,2,"$6,442","$7,992","$1,550",0.24059999999999998,"$77,304",95904,Growth Accounts
Chang Supply Co.,"Johnsonside, MI, US",Broadline,$10mm - $25mm,$50 - $75k,1,"$5,586","$6,932","$1,346",0.24100000000000002,"$67,032",83184,Growth Accounts
Hernandez Logistics,"Port John, UT, US",Seafood,< $10mm,$25k - $50k,1,"$3,492","$4,335",$843,0.2414,"$41,904",52020,Growth Accounts
Decker Foods,"North Lucas, WI, US",Seafood,$10mm - $25mm,$50 - $75k,3,"$5,388","$6,692","$1,304",0.242,"$64,656",80304,Growth Accounts
Parker Logistics,"Lake Davidport, QC, Canada",Seafood,$50mm - $100mm,$100k - $250k,1,"$11,450","$14,234","$2,784",0.24309999999999998,"$137,400",170808,Strategic Accounts
Peters Enterprises,"Sanchezfurt, ME, US",Produce,< $10mm,$10k - $25k,1,"$1,630","$2,027",$397,0.24359999999999998,"$19,560",24324,Growth Accounts
Alvarez Distribution,"Reynoldsshire, VT, US",Produce,< $10mm,$10k - $25k,2,"$1,281","$1,593",$312,0.24359999999999998,"$15,372",19116,Growth Accounts
Garcia Enterprises,"Samanthaland, ME, US",Seafood,$100mm - $250mm,$100k - $250k,1,"$10,084","$12,543","$2,459",0.2439,"$121,008",150516,Strategic Accounts
Rivera Foods,"Phillipsborough, NC, US",Broadline,$25mm - $50mm,$50 - $75k,1,"$5,319","$6,618","$1,299",0.24420000000000003,"$63,828",79416,Growth Accounts
Miller Distribution,"Cardenaschester, WI, US",Specialty,$1bn+,$50 - $75k,1,"$4,607","$5,733","$1,126",0.2444,"$55,284",68796,Growth Accounts
Day Supply Co.,"South Joseland, DE, US",Broadline,$10mm - $25mm,$50 - $75k,2,"$5,477","$6,820","$1,343",0.2452,"$65,724",81840,Growth Accounts
James Supply Co.,"East Heatherton, MO, US",Broadline,< $10mm,$10k - $25k,4,"$2,066","$2,573",$507,0.24539999999999998,"$24,792",30876,Growth Accounts
Bass Enterprises,"Edwardsburgh, NH, US",Coffee,< $10mm,$25k - $50k,2,"$3,238","$4,035",$797,0.24609999999999999,"$38,856",48420,Growth Accounts
Alvarado Foods,"Cindyberg, SK, Canada",Produce,$50mm - $100mm,$25k - $50k,3,"$3,798","$4,733",$935,0.2462,"$45,576",56796,Growth Accounts
Wilson Distribution,"Andersonview, MT, US",C-Store,$10mm - $25mm,$25k - $50k,1,"$3,132","$3,905",$773,0.2468,"$37,584",46860,Growth Accounts
Martin Logistics,"Lake Kelly, GA, US",Broadline,$25mm - $50mm,$25k - $50k,3,"$3,973","$4,955",$982,0.24719999999999998,"$47,676",59460,Growth Accounts
Powell Enterprises,"Jacksonshire, AR, US",Jan-San,$50mm - $100mm,$25k - $50k,3,"$2,484","$3,098",$614,0.24719999999999998,"$29,808",37176,Growth Accounts
Taylor Foods,"Grimesville, KS, US",Specialty,$25mm - $50mm,$75k - $100k,4,"$7,460","$9,306","$1,846",0.2475,"$89,520",111672,Strategic Accounts
Campbell Foods,"Smithside, CT, US",C-Store,$500mm - $1bn,$100k - $250k,1,"$10,834","$13,524","$2,690",0.2483,"$130,008",162288,Strategic Accounts
Atkinson Enterprises,"Millerport, NH, US",Jan-San,$25mm - $50mm,$75k - $100k,1,"$7,029","$8,776","$1,747",0.24850000000000003,"$84,348",105312,Strategic Accounts
Davidson Enterprises,"Leeberg, AZ, US",Broadline,< $10mm,$25k - $50k,1,"$3,443","$4,301",$858,0.2492,"$41,316",51612,Growth Accounts
Herrera Distribution,"New Brian, UT, US",Broadline,$10mm - $25mm,$75k - $100k,2,"$6,871","$8,587","$1,716",0.24969999999999998,"$82,452",103044,Strategic Accounts
Clark Logistics,"Lawsonchester, QC, Canada",C-Store,$25mm - $50mm,$50 - $75k,2,"$5,937","$7,421","$1,484",0.25,"$71,244",89052,Growth Accounts
Lee Logistics,"Youngborough, NC, US",Meat,$50mm - $100mm,$100k - $250k,1,"$11,836","$14,804","$2,968",0.25079999999999997,"$142,032",177648,Strategic Accounts
Merritt Foods,"Chambersberg, VA, US",C-Store,$25mm - $50mm,$25k - $50k,1,"$3,232","$4,044",$812,0.25120000000000003,"$38,784",48528,Growth Accounts
Newton Enterprises,"Lake Jessica, WY, US",Broadline,$25mm - $50mm,$100k - $250k,1,"$8,664","$10,841","$2,177",0.25129999999999997,"$103,968",130092,Strategic Accounts
Hernandez Enterprises,"Larryville, MT, US",C-Store,$100mm - $250mm,$25k - $50k,4,"$2,195","$2,748",$553,0.2519,"$26,340",32976,Growth Accounts
Koch Foods,"Vangstad, SK, Canada",Broadline,$10mm - $25mm,$50 - $75k,4,"$4,778","$5,982","$1,204",0.252,"$57,336",71784,Growth Accounts
Martinez Logistics,"Port Jameston, NH, US",Bakery,$50mm - $100mm,$75k - $100k,1,"$7,715","$9,665","$1,950",0.2528,"$92,580",115980,Strategic Accounts
Allen Foods,"East Zachary, NE, US",Coffee,$100mm - $250mm,$100k - $250k,3,"$15,607","$19,573","$3,966",0.2541,"$187,284",234876,Strategic Accounts
Hardy Distribution,"North Steven, DE, US",Broadline,$25mm - $50mm,$25k - $50k,2,"$3,405","$4,271",$866,0.25429999999999997,"$40,860",51252,Growth Accounts
Warner Supply Co.,"East Shannon, NE, US",Produce,< $10mm,$25k - $50k,3,"$2,401","$3,012",$611,0.2545,"$28,812",36144,Growth Accounts
Clay Enterprises,"Valdezberg, NE, US",C-Store,$100mm - $250mm,$100k - $250k,3,"$10,814","$13,569","$2,755",0.2548,"$129,768",162828,Strategic Accounts
